발생원인,월별,시간대별,사고규모,풍속(m/s),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),최대파고(m),파주기(sec),지점_목포,지점_보령,지점_부산,지점_서귀포,지점_속초,지점_여수,지점_완도,지점_울산,지점_울진,지점_인천,지점_제주,지점_태안,지점_통영,지점_평택,지점_포항,발생해역_EEZ 30마일 이내,발생해역_공해,발생해역_영해,발생해역_영해-EEZ,발생해역_항계 내,발생해역_항계내,발생해역_협수로,기상상태_양호,기상상태_저시정,기상상태_태풍경보,기상상태_태풍주의보,기상상태_풍랑경보,기상상태_풍랑주의보,기상상태_황천2급,기상상태_황천3급,기상상태_황천4급,기상상태_황천5급,기상상태_황천6급,선 종_고무보트,선 종_관공선,선 종_기타,선 종_기타(레져선박),선 종_기타(통선),선 종_낚시어선,선 종_모터보트,선 종_어선,선 종_여객선,선 종_예부선,선 종_요트,선 종_유도선,선 종_유조선,선 종_화물선
기타,10,15,0.8,4.586528497409327,5.122279792746115,1014.4,55.0,22.2,0.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
운항과실,10,9,22.31320368474924,2.7,3.3,1019.35,73.0,18.5,0.45,5.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,16,0.5,7.0,12.6,1016.4,72.0,20.0,1.4,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
운항과실,10,7,4.651162790697675,5.1,6.3,1020.1,87.0,17.8,1.5,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,16,1.0101010101010102,3.1,4.6,1020.0,62.0,16.7,1.2,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,13,6.142506142506142,4.7,6.0,1020.5,73.0,15.6,1.1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,19,0.4137931034482758,4.7,7.0,1011.6,98.0,19.1,2.1,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,3,0.8188331627430911,3.2,4.2,1014.7,99.0,19.7,1.4,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,0,0.625,7.8,9.0,1019.0,89.0,20.0,1.3,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,14,2.0,10.169611307420494,14.531802120141345,1022.8,55.0,21.25,4.363957597173146,5.662190812720848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
운항과실,10,13,6.976744186046512,5.4,6.3,1022.2,67.0,18.4,0.7,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,19,0.3181818181818182,3.5,4.6,1023.5,55.0,18.3,0.6,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,17,1.6666666666666667,10.993286219081272,15.86749116607774,1022.9,39.0,19.7,4.950176678445231,6.174204946996467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
관리문제,10,14,2.2222222222222223,2.8,4.0,1023.4,52.0,19.5,1.2,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
운항과실,10,22,3.4482758620689657,0.1,0.4,1022.9,58.0,16.8,1.2,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,10,0.7164790174002047,3.9,5.1,1024.9,56.0,16.2,2.5,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,10,6,0.790513833992095,5.1,7.5,1021.3,51.0,17.5,2.4,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,0,0.0676691729323308,6.6,8.7,1023.5,55.0,16.8,4.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,13,0.6141248720573184,8.7,10.6,1018.9,68.0,19.8,1.6,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,9,1.008827238335435,13.07208480565371,19.23851590106007,1019.3,61.0,16.2,6.429681978798587,7.46643109540636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,8,0.2105263157894736,1.65699481865285,2.0595854922279795,1019.4,57.0,16.3,3.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,10,12,0.6711409395973155,7.2,9.5,1017.5,70.0,16.9,2.4,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,14,0.0,18.6,20.4,1005.0,84.0,17.7,7.5,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,8,0.1052631578947368,5.6,8.4,1017.6,71.0,19.2,1.6,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,16,0.1,14.6,18.9,1018.4,73.0,20.9,5.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,14,0.4137931034482758,2.1,2.6,1019.7,77.0,20.5,1.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,12,0.0,2.8,3.4,1023.0,71.0,19.0,0.9,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
기타,10,11,0.4739336492890995,2.4,6.6,1021.7,61.0,19.9,0.2,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,22,0.0465116279069767,12.7,20.1,1018.6333333333332,69.0,21.2,4.1,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,8,0.074074074074074,4.7,6.1,1020.5,73.0,19.7,0.8,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,10,10,0.7164790174002047,2.1,4.7,1021.5,69.0,18.1,0.2,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,7,0.0,3.9,4.8,1020.8,83.0,18.6,1.1,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,10,6,0.7017543859649122,1.7,2.8,1022.5,60.0,17.7,0.5,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
기타,10,13,0.146067415730337,2.4,2.9,1022.4,58.0,19.3,1.4,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기상문제,10,10,0.5747126436781609,4.4,9.5,1024.6,52.0,17.7,3.3,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,3,0.0021111111111111,6.7,9.6,1020.4,66.0,18.6,4.6,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
기상문제,10,15,0.0,8.5,10.0,1014.4,59.0,19.3,0.6,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
운항과실,10,15,0.7246376811594204,10.6,12.9,1014.8,70.0,18.8,2.1,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,16,0.1538461538461538,15.7,20.0,1016.5,62.0,20.2,5.2,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,10,12,2.0,14.3,17.9,1017.7,64.0,20.1,3.7,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,10,5,0.0375,9.6,12.0,1009.5,73.0,20.5,1.3,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
취급불량 및 결함,10,12,20.0,5.4,6.7,1010.9,69.0,20.6,1.5,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,10,3,0.358974358974359,6.2,8.8,1013.1,76.0,20.8,2.0,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,10,1,0.35,2.2,2.8,1014.6,87.0,20.2,1.6,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,10,7,0.6305170239596469,7.4,12.2,1017.6,79.0,20.5,3.1,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,10,0,0.0,3.6,4.8,1018.3,83.0,19.4,1.9,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,18,0.1012658227848101,7.2,10.4,1019.5,68.0,16.4,2.7,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,9,0.7777777777777778,8.2,11.4,1013.2,84.0,19.6,3.3,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
운항과실,9,8,0.4482758620689655,6.3,10.3,1015.3,80.0,20.5,1.3,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,5,0.1629629629629629,2.8,3.6,1011.8,93.0,20.8,0.9,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,7,0.8188331627430911,5.1,6.7,1017.4,70.0,21.4,1.4,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,5,0.4796163069544364,5.4,7.2,1016.8,72.0,21.6,1.6,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
기타,9,17,0.2,7.466666666666665,9.7,1015.8,67.0,22.2,2.1,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
운항과실,9,6,2.047082906857728,1.3,2.3,1015.6,85.0,21.1,0.8,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
기타,9,14,0.6305170239596469,3.7,4.7,1014.0,85.0,20.8,2.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,9,0.037037037037037,3.6,4.8,1013.8,93.0,20.6,2.7,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,3,0.08,5.4,10.0,1011.8,79.0,21.5,2.1,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,9,0,0.1304347826086956,6.4,7.8,1010.1,97.0,20.0,2.3,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,6,0.5044136191677175,5.6,6.5,1016.6,74.0,21.1,2.3,10.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,21,0.4,3.4,5.3,1017.2,60.0,24.0,0.1,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,9,6,1.0,6.2,8.0,1017.5,78.0,21.9,1.6,10.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,21,0.4,6.3,7.7,1016.5,63.0,23.0,1.7,10.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
운항과실,9,15,1.6,5.2,5.3,1017.3,54.0,22.5,1.1,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
운항과실,9,12,0.4,8.3,10.2,1016.6,67.0,21.9,1.9,10.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,9,21,1.0781671159029649,1.5,3.1,1015.2,75.0,22.1,0.1,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
운항과실,9,7,2.269861286254729,3.1,4.4,1014.0,84.0,20.8,0.3,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,9,0,0.4827586206896552,2.6,3.1,1013.6,79.0,20.9,1.0,9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,17,0.1544117647058823,3.2,3.7,1012.7,73.0,22.0,1.2,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
취급불량 및 결함,9,16,1.2282497441146367,6.1,7.7,1012.2,56.0,22.7,2.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,9,16,1.0,6.6,8.1,1012.8,57.0,23.2,1.6,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
취급불량 및 결함,9,11,0.2487562189054726,8.4,11.2,1014.9,59.0,23.3,1.8,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,11,2.269861286254729,2.8,3.9,1015.7,82.0,21.2,0.5,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,9,7,0.5208333333333334,7.2,8.9,1015.3,61.0,22.9,1.8,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,6,0.1261034047919293,7.2,9.0,1015.1,60.0,22.9,1.7,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,9,16,0.0,1.6,2.6,1016.0,67.0,23.5,0.2,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,13,0.0267857142857142,1.2,2.8,1016.4,64.0,23.6,0.5,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
운항과실,9,4,0.0004974974371344,6.7,8.4,1014.8,75.0,21.9,1.3,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
운항과실,9,17,1.1258955987717505,5.8,9.4,1015.1,71.0,22.2,1.5,9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,9,14,1.4814814814814814,5.7,7.9,1017.5,63.0,22.0,1.2,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,17,0.175,2.8,4.4,1014.9,70.0,22.8,1.1,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,12,0.3003003003003003,5.3,6.3,1015.1,73.0,23.3,1.5,12.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,20,0.6012024048096192,4.4,5.2,1012.9,75.0,23.2,0.9,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,12,0.1818181818181818,2.6,4.1,1014.5,75.0,22.3,1.1,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,8,14.285714285714285,5.5,6.6,1013.9,77.0,21.6,1.3,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
취급불량 및 결함,9,17,0.0095625635808748,9.3,14.3,1012.4,75.0,23.2,3.0,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
기타,9,10,0.008,8.9,12.6,1013.2,79.0,22.3,2.5,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
운항과실,9,3,0.4545454545454545,7.7,10.7,1012.2,74.0,23.1,1.9,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,16,0.2314814814814814,0.1,0.3,1012.9,96.0,20.6,0.9,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
기타,9,10,0.0,1.2,2.3,1014.1,84.0,21.8,1.7,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,6,0.6993006993006994,3.9,6.1,1012.4,74.0,21.4,0.7,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,0,0.2068965517241379,2.6,4.1,1012.7,79.0,21.4,1.5,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
취급불량 및 결함,9,10,0.1351351351351351,3.6,6.5,1011.5,64.0,21.9,0.8,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
운항과실,9,9,0.4291845493562232,3.4,4.8,1011.5,81.0,21.7,1.8,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
관리문제,9,5,0.9375,4.9,6.0,1008.5,60.0,22.8,0.6,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
취급불량 및 결함,9,17,0.0,3.9,6.2,1008.5,85.0,23.5,0.4,9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
